Year,State,State_ANSI,AG_District,Ag_District_Code,County,County_ANSI,GDD_01,GDD_02,GDD_03,GDD_04,GDD_05,GDD_06,GDD_07,GDD_08,GDD_09,GDD_10,GDD_11,GDD_12,annual_GDD,noppt_01,noppt_02,noppt_03,noppt_04,noppt_05,noppt_06,noppt_07,noppt_08,noppt_09,noppt_10,noppt_11,noppt_12,annual_noppt,total_ppt_01,total_ppt_02,total_ppt_03,total_ppt_04,total_ppt_05,total_ppt_06,total_ppt_07,total_ppt_08,total_ppt_09,total_ppt_10,total_ppt_11,total_ppt_12,annual_ppt,avg_tmin_01,avg_tmin_02,avg_tmin_03,avg_tmin_04,avg_tmin_05,avg_tmin_06,avg_tmin_07,avg_tmin_08,avg_tmin_09,avg_tmin_10,avg_tmin_11,avg_tmin_12,avg_tmean_01,avg_tmean_02,avg_tmean_03,avg_tmean_04,avg_tmean_05,avg_tmean_06,avg_tmean_07,avg_tmean_08,avg_tmean_09,avg_tmean_10,avg_tmean_11,avg_tmean_12,avg_tmax_01,avg_tmax_02,avg_tmax_03,avg_tmax_04,avg_tmax_05,avg_tmax_06,avg_tmax_07,avg_tmax_08,avg_tmax_09,avg_tmax_10,avg_tmax_11,avg_tmax_12,avg_tdmean_01,avg_tdmean_02,avg_tdmean_03,avg_tdmean_04,avg_tdmean_05,avg_tdmean_06,avg_tdmean_07,avg_tdmean_08,avg_tdmean_09,avg_tdmean_10,avg_tdmean_11,avg_tdmean_12,avg_vpdmin_01,avg_vpdmin_02,avg_vpdmin_03,avg_vpdmin_04,avg_vpdmin_05,avg_vpdmin_06,avg_vpdmin_07,avg_vpdmin_08,avg_vpdmin_09,avg_vpdmin_10,avg_vpdmin_11,avg_vpdmin_12,avg_vpdmax_01,avg_vpdmax_02,avg_vpdmax_03,avg_vpdmax_04,avg_vpdmax_05,avg_vpdmax_06,avg_vpdmax_07,avg_vpdmax_08,avg_vpdmax_09,avg_vpdmax_10,avg_vpdmax_11,avg_vpdmax_12,Yield
1994,COLORADO,8,SOUTH CENTRAL,90,BACA,9,14.8,34.1,204.5,354.7,683.1,1057.7,1069.4,1081.1,778.5,438.3,129.3,35,5880.5,29,28,29,18,21,20,19,20,25,25,26,28,288,8.89,0,15.49,44.2,49.02,46.74,70.1,175.01,12.45,33.27,27.18,8.38,490.73,-8.23,-8.84,-1.42,2.13,9.78,15.39,15.13,16.33,10.78,4.24,-2.28,-5.28,0.49,0.33,7.49,10.68,17.24,24.59,24.17,24.37,19.42,12.86,5.33,3.2,9.22,9.52,16.42,19.23,24.72,33.78,33.19,32.41,28.05,21.46,12.93,11.68,-8.96,-10.33,-4.71,-1.47,7.6,10.55,11.52,13.18,7.81,2.34,-3.67,-5.88,0.68,0.78,1.55,1.83,1.95,3.97,3.34,2.85,2.32,1.17,0.97,0.77,9.46,10.41,16.05,19.74,22.32,42.08,39.41,35.54,28.27,19.57,11.61,10.42,12.72
1993,COLORADO,8,SOUTH CENTRAL,90,BACA,9,8,12.4,149.7,293.5,609,875.7,1089.9,1007.1,649.7,384.8,53.3,45.9,5179,26,23,23,27,14,22,26,15,26,27,27,29,285,15.24,26.67,37.85,12.7,87.63,64.52,12.95,87.38,11.68,26.92,14.48,8.64,406.66,-8.87,-7.39,-2.07,1.86,8.18,13.03,16.29,15.58,8.54,2.52,-5.56,-6.4,-2.47,-0.36,5.92,10.2,15.86,21.22,24.53,23.05,17.03,11.05,2.69,1.96,3.93,6.68,13.9,18.54,23.56,29.41,32.77,30.52,25.54,19.58,10.94,10.31,-7.21,-6.84,-3.16,-1.62,6.07,8.87,12.59,13.08,6.41,0.25,-7.09,-8.31,0.37,0.49,0.86,1.61,1.56,3.21,3.44,2.78,2.12,1.79,0.95,1.03,4.88,6.87,12.61,17.42,21.22,31.71,36.72,30.96,24.83,18.88,10.63,10.2,11.73
1992,COLORADO,8,SOUTH CENTRAL,90,BACA,9,8.8,63.3,189.5,424.6,632.7,771.7,1008.3,918.6,777.4,456.9,50.6,5.7,5308.1,29,27,25,27,21,14,20,21,27,29,23,28,291,1.27,10.41,7.87,11.18,47.24,96.01,77.47,81.28,19.81,2.29,28.7,5.59,389.12,-6.47,-3.56,-1.42,3.87,8.52,11.97,15.13,13.96,10.49,3.44,-4.61,-8.38,1.56,4.68,7.68,12.86,16.34,19.29,23.07,21.46,19.39,13.14,1.76,-1.1,9.59,12.91,16.79,21.87,24.16,26.63,31.01,28.97,28.31,22.83,8.11,6.18,-6.72,-4.66,-2.63,1.06,5.46,10.8,12.89,12.38,6.77,0.05,-4.86,-7.9,0.7,0.93,0.99,1.49,2.18,1.56,2.01,2.04,2.83,2.12,0.66,0.6,8.94,11.04,15.3,21.35,23.35,23.53,31.88,26.79,29.63,23.41,7.5,6.16,12.72
1991,COLORADO,8,SOUTH CENTRAL,90,BACA,9,3.7,54.7,160.1,327.1,709.8,943.4,1043.3,1017.1,725.2,473.7,58.4,16.7,5533.2,27,27,24,22,20,22,21,24,24,29,20,25,285,6.35,0.51,24.64,22.86,34.29,72.39,59.18,55.63,50.04,11.18,40.89,19.05,397.01,-8.58,-5.05,-2.23,2.29,9.15,14.36,15.61,15.61,10.38,2.53,-4.71,-6.07,-2.06,5.06,6.57,11.05,17.72,22.47,23.69,23.23,18.43,12.59,2.12,0.94,4.45,15.16,15.37,19.82,26.27,30.57,31.79,30.83,26.49,22.64,8.95,7.94,-8.02,-7.59,-5.51,-1.47,6.29,11.14,12.47,13.58,8.22,-0.81,-3.87,-5.55,0.45,1.11,1.49,1.52,2.03,3.19,3.1,2.4,1.78,2.31,0.52,0.52,5.5,14.24,14.86,18.76,26.56,32.07,34.93,30.44,24.66,24.81,7.92,7.27,10.5
1990,COLORADO,8,SOUTH CENTRAL,90,BACA,9,32.1,26,141.2,360.9,539.7,1035.1,1033.5,1006,864,414.9,218.5,29.8,5701.7,28,23,26,26,26,25,17,24,21,27,27,26,296,29.21,30.23,16.51,28.19,71.63,18.03,117.86,24.13,57.4,6.35,27.94,8.13,435.61,-7.92,-5.94,-1.98,2.59,6.34,14.77,15.71,14.86,12.96,2.9,-1.47,-11.01,0.43,0.84,5.4,11.37,14.52,24.17,23.52,23.03,21,12.16,7.56,-2.61,8.78,7.63,12.78,20.14,22.7,33.54,31.32,31.19,29.03,21.41,16.57,5.8,-8.22,-6.49,-2.77,1.57,3.63,9.11,12.64,12.2,10.07,0.61,-3.73,-11.4,0.87,0.66,0.83,0.95,1.68,4.75,3.19,2.45,2.66,1.59,1.36,0.78,8.83,7.69,11.36,18.44,22.09,42.35,33.05,33.31,29.99,20.8,16.33,8.41,8.77
1989,COLORADO,8,SOUTH CENTRAL,90,BACA,9,20,29.8,265.3,432.7,676,758.2,1039.4,990.1,691.6,469.5,161.3,21.6,5555.5,29,26,28,24,22,13,25,21,23,28,30,28,297,5.33,3.3,3.81,16.26,69.09,157.99,35.31,61.21,60.45,9.65,0,5.33,427.73,-7.97,-10.39,-3.05,3.06,9.14,11.99,15.58,15.37,9.99,3.01,-3.9,-10.89,1.58,-3.26,7.4,12.67,17.12,19.04,23.63,22.74,17.79,12.94,6.32,-2.42,11.12,3.88,17.86,22.27,25.08,26.09,31.68,30.12,25.59,22.87,16.54,6.06,-9.4,-9.21,-5.67,-2.14,5.92,10.47,12.39,14.13,7.83,-0.62,-7.74,-10.31,0.79,0.32,1.42,2.58,2.12,1.86,2.95,1.51,2.05,2.12,1.57,0.63,10.84,6.92,19.49,24.91,24.9,22.77,33.6,28.21,24.74,24.55,16.49,7.8,7.16
1988,COLORADO,8,SOUTH CENTRAL,90,BACA,9,23.8,48.2,150.5,293,625.7,967.6,1068.4,1086.4,710.3,418.2,178.1,35.3,5605.5,26,27,26,24,21,21,25,24,22,28,28,28,300,13.97,2.03,8.13,60.2,97.03,53.59,30.23,14.22,101.85,3.56,8.64,0.76,394.21,-10.38,-6.67,-3.84,1.41,8.06,14.76,15.57,16.07,9.88,3.58,-2.16,-7.42,-3,1.28,5.31,9.97,16.21,22.92,24.14,24.47,18.16,12.49,6.5,1.67,4.38,9.23,14.45,18.54,24.36,31.09,32.73,32.87,26.42,21.41,15.15,10.77,-9.99,-7.62,-7.48,-1.59,5.17,10.6,12.97,12.99,7.37,1.93,-5.06,-9.33,0.76,1.04,1.51,1.8,2.31,4.22,2.79,3.31,2.62,1.56,1.87,1.18,6.04,9.56,15.04,18.65,24.18,35.9,40.13,39.25,26.72,20.48,14.91,10.56,5.93
1987,COLORADO,8,SOUTH CENTRAL,90,BACA,9,35.8,59.1,113.9,353.5,656.3,910.9,1090.6,1010.6,734.6,397.1,156.9,58.3,5577.6,25,18,21,25,19,18,23,23,23,30,25,26,276,14.22,40.89,39.12,16.76,113.79,50.55,19.56,51.82,63.25,0.51,18.03,20.83,449.33,-7.68,-2.42,-3.58,2.2,9.05,13.32,16.22,15.19,10.02,2.18,-2.96,-7.28,-0.14,4.06,4.44,11.28,16.76,21.87,24.54,23.11,18.61,12.04,5.61,-0.03,7.39,10.52,12.46,20.38,24.47,30.43,32.88,31.02,27.19,21.88,14.17,7.2,-7.61,-3.86,-4.18,-1.64,8.26,11.44,12.01,12.63,8.53,-0.07,-3.08,-7.49,0.81,1.02,0.82,2.16,1.23,2.17,4.06,2.92,1.71,1.64,0.91,1,8.1,8.97,11.01,21.09,21.48,31.84,38.23,34.32,26.37,21.72,11.95,7.83,10.25
1986,COLORADO,8,SOUTH CENTRAL,90,BACA,9,76.9,127.7,248,426.9,631.9,912.1,1115.8,1012.7,774.9,394.1,83.6,1.5,5806.1,30,24,28,25,22,16,19,17,23,22,23,26,275,0.76,5.08,13.72,17.78,18.8,97.54,78.49,100.84,26.92,68.33,35.31,8.38,471.95,-6.32,-5.75,-0.46,3.76,7.92,14.44,16.89,15.87,11.52,4.28,-3.68,-6.58,4.26,2.44,8.87,12.91,16.32,21.89,24.99,23.15,19.35,11.81,4.43,0.69,14.84,10.63,18.19,22.04,24.73,29.35,33.09,30.43,27.17,19.34,12.53,7.95,-8.82,-6.39,-3.62,-0.32,3.44,12.4,12.14,13.47,9.44,3.53,-3.68,-5.63,1.24,1.16,1.53,2.23,2.67,2.38,4.46,2.6,2.09,1.2,0.8,0.44,14.89,12.05,18.3,22.41,25.76,28.12,39.4,32.69,26.02,15.55,11.21,6.43,9.26
1985,COLORADO,8,SOUTH CENTRAL,90,BACA,9,2.3,31.7,183.7,442,695.1,914,1110.3,1034.2,721.3,364.2,78.4,8.5,5585.7,24,24,29,23,19,24,20,25,22,27,24,28,289,10.67,5.84,13.21,48.77,31.75,5.84,69.09,44.45,44.2,33.02,10.41,2.54,319.79,-8.59,-7.88,-1.09,4.57,9.32,13.06,16.12,15.1,9.75,2.81,-4.25,-9.27,-1.68,-0.31,7.44,13.18,17.46,21.93,24.9,23.53,18.06,11.37,2.87,-1.22,5.24,7.27,15.98,21.81,25.59,30.79,33.68,31.97,26.37,19.93,9.99,6.84,-8.88,-8.37,-3.79,0.34,6.53,9.02,10.56,11.97,7.06,2.79,-4.42,-8.81,0.73,0.73,1.42,2.61,2.51,3.97,5.45,3.54,3.09,1.06,0.77,0.66,5.93,7.87,14.46,20.49,24.58,36.82,41.31,36.53,27.62,17.48,9.21,7.11,8.4
1984,COLORADO,8,SOUTH CENTRAL,90,BACA,9,22.2,38.2,68.4,186.8,639.6,939.9,1103.8,1099.2,767.5,319.3,135.7,61.9,5382.5,26,24,24,24,22,22,24,24,25,22,29,29,295,8.64,25.15,47.24,54.36,64.52,29.21,46.99,30.23,13.46,56.13,5.33,15.24,396.5,-10.09,-5.05,-3.44,0.53,8.93,13.79,16.21,16.72,10.66,3.48,-1.82,-4.97,-2.34,2.96,4.26,7.91,16.46,22.41,24.78,24.7,19.01,10.47,6.53,1.98,5.42,10.98,11.96,15.31,23.98,31.02,33.37,32.67,27.35,17.45,14.89,8.93,-9.12,-8.36,-4.79,-2.83,5.78,9.92,12.62,13.81,6.24,3.33,-4.42,-5.81,0.75,1.35,0.98,1.58,2.72,3.56,4.11,3.55,4,1.01,1.41,0.85,6.56,10.62,10.49,13.51,21.45,34.05,38.29,35.05,30.88,13.82,13.37,8.38,6.18
1983,COLORADO,8,SOUTH CENTRAL,90,BACA,9,15.3,40.6,134.5,234.2,511.7,805.2,1169.3,1203.5,868.3,458.9,194.7,6.3,5642.5,27,22,20,24,22,19,28,25,27,27,24,27,292,14.48,22.1,34.54,30.99,49.78,33.53,10.67,12.19,7.87,7.62,19.05,10.92,253.74,-6.38,-4.1,-1.66,0.42,6.19,11.88,16.91,17.31,11.92,4.74,-1.59,-12.63,0.56,1.99,4.93,7.96,14.17,19.91,25.96,26.57,21.08,13.21,6.36,-6.3,7.49,8.07,11.53,15.5,22.15,27.95,35,35.83,30.24,21.69,14.32,0.02,-5.83,-4.28,-3.11,-2.75,3.71,9.63,11.64,12.96,7.62,2.92,-2.88,-12.46,0.67,0.74,1.15,1.47,1.67,2.44,5.42,4.74,4.08,1.83,1.23,0.57,6.57,6.95,10.54,14.73,20.21,28.41,43.82,45.46,34.83,19.63,12.69,4.6,5.68
1982,COLORADO,8,SOUTH CENTRAL,90,BACA,9,20.4,79.5,145.5,306.2,617.7,774.4,1093.4,1094.9,821.5,414.7,82.3,38,5488.5,29,20,26,25,20,18,20,25,25,28,27,26,289,0.51,13.46,11.18,10.92,74.93,76.71,101.85,23.62,12.45,40.39,4.32,20.57,390.91,-9.24,-8.51,-2.37,1.38,8.53,12.05,16.64,16.79,11.78,3.99,-3.88,-6.15,-0.32,-0.72,6.17,10.56,16.07,19.34,24.59,24.62,20.21,12.42,4.74,1.3,8.61,7.07,14.71,19.74,23.61,26.63,32.56,32.46,28.66,20.84,13.35,8.76,-9.81,-10.02,-5.27,-4.52,6.01,10.03,12.82,14.66,9.13,0.53,-5.17,-7.79,0.82,1.04,1.31,2.51,1.9,2.22,4.32,2.88,2.7,2.27,1,0.98,9.21,9.11,13.85,19.77,21.5,24.01,36.24,33.72,29.75,19.06,11.78,9.05,8.4
1981,COLORADO,8,SOUTH CENTRAL,90,BACA,9,30.1,111.7,133.8,517.1,576.8,1033.2,1124.8,986.1,790,440.7,183.1,50.3,5977.7,28,25,20,24,18,25,16,22,26,27,26,30,287,1.52,1.27,43.18,15.24,59.18,11.43,95.5,48.51,20.57,14.73,18.54,4.57,334.24,-7.24,-7.91,-1.21,5.39,7.11,15.29,16.89,15.25,11.28,5.13,-0.36,-6.46,2.03,2.58,6.46,14.58,15.34,24.13,25.16,22.67,19.63,12.83,7.87,1.98,11.31,13.08,14.14,23.76,23.57,32.98,33.41,30.1,27.98,20.52,16.12,10.42,-8.46,-9.66,-2.46,0.32,5.63,9.75,13.69,14.18,9.46,3.24,-2.43,-7.5,0.87,1.26,1.09,2.58,1.49,4.7,3.58,1.89,2.06,1.54,1.32,0.96,10.68,14.34,12,24.89,21.22,40.48,37.56,28.25,27.29,17.94,13.82,9.76,8.65
2018,COLORADO,8,SOUTHEAST,90,BENT,11,36.7,30.9,188,283.9,836.3,1106.3,1175.6,1021.9,868.3,353.2,43.9,0,5945,29,25,27,21,26,24,19,21,24,21,28,30,295,6.86,1.78,10.92,28.96,25.4,22.61,123.44,41.4,12.7,85.34,5.33,2.29,367.03,-10.33,-8.47,-2.84,0.63,11.24,15.96,17.74,15.13,12.36,3.31,-4.77,-8.57,0.21,0.66,7.81,9.82,19.99,25.49,26.07,23.31,21.08,10.88,3.62,0.47,10.76,9.78,18.48,19.01,28.76,35.01,34.4,31.5,29.79,18.45,12.01,9.49,-10.52,-9.49,-7.12,-3.37,7.79,8.82,14.37,13.84,10.12,3.7,-4.07,-8.64,0.62,0.66,1.46,1.67,2.14,5.53,3.3,1.52,1.99,0.62,0.44,0.53,11.33,10.64,18.64,19.66,31.53,48.39,41.02,32.56,32.76,15.53,10.4,9.11,9.76
2017,COLORADO,8,SOUTHEAST,90,BENT,11,17.5,133.7,281.6,374.8,582.4,989.2,1157,966.7,797.7,436.8,176,29.1,5942.5,25,27,28,20,16,23,18,18,22,26,29,31,283,38.61,2.03,17.02,88.39,94.74,25.4,168.15,45.21,58.93,5.59,1.02,0,545.09,-8.07,-4.34,-0.58,3.54,7.39,14.13,17.33,14.57,11.44,3.01,-1.51,-9.08,-0.89,5.63,9.66,11.58,15.44,23.32,25.73,22.32,19.77,12.64,7.51,0.54,6.27,15.61,19.92,19.61,23.48,32.52,34.15,30.08,28.1,22.28,16.55,10.16,-7.21,-6.68,-4.87,2.22,6.42,10.26,14.61,14.6,9.24,1.62,-1.96,-10.48,0.46,1.16,1.71,1.15,1.18,2.8,2.59,0.95,2.1,1.1,0.76,0.74,6.4,16.15,20.69,18.46,21.78,39.93,39.71,27.06,29.93,21.62,15.17,10.93,8.89
2016,COLORADO,8,SOUTHEAST,90,BENT,11,18.1,98.6,215.1,339.5,572.9,1033.6,1186.4,1032.8,854.4,570.6,222.4,2.3,6146.7,25,27,26,22,25,18,19,20,25,30,27,28,292,6.35,8.89,6.86,86.36,14.48,67.56,84.07,76.71,22.61,0.76,16,13.46,404.11,-9.04,-5.31,-2.43,2.19,6.89,15.08,17.24,15.51,11.44,4.24,-1.36,-11.33,0.31,3.91,7.81,11.15,15.23,24.14,26.26,23.51,20.82,15.23,8.42,-2.58,9.66,13.12,18.04,20.11,23.57,33.19,35.29,31.51,30.2,26.22,18.2,6.15,-8.19,-6.64,-6.02,0.23,5.43,12.57,14.18,13.33,9.06,0.47,-3.22,-10.22,0.42,0.94,1.41,1.23,1.07,2.14,2.92,2.16,2.04,2.29,1.37,0.42,9.49,13.23,18.68,19.43,23.15,39.32,44.2,33.16,33.43,29.03,17.03,7.17,9.51
2015,COLORADO,8,SOUTHEAST,90,BENT,11,45.7,86.2,232.6,403.4,548.5,987.3,1132.2,1098.3,948.1,540.7,133.3,34.3,6190.6,28,21,28,25,8,23,23,21,26,21,24,27,275,7.87,26.16,4.32,32.77,161.29,51.82,62.23,95.5,43.18,38.1,14.48,10.16,547.88,-8.14,-6.32,-1.43,3.34,7.91,14.97,16.99,15.99,13.09,6.27,-3.63,-6.6,-0.26,2.05,7.55,12.47,14.83,23.28,25.29,24.68,22.56,14.69,5.63,1.16,7.62,10.41,16.54,21.59,21.74,31.6,33.59,33.37,32.03,23.11,14.89,8.92,-6.56,-5.93,-3.16,-0.07,8.36,13.95,13.96,14.12,10.04,5.77,-3.06,-6.5,0.46,0.54,1.03,1.26,0.62,1.52,2.46,1.68,2.55,1,0.58,0.56,8.09,11.29,16.58,21.58,16.35,33.1,39.77,38.31,37.93,19.97,14.38,8.59,10.13
2013,COLORADO,8,SOUTHEAST,90,BENT,11,10.1,9.6,134.4,260.9,689.4,1043.4,1121,1109.9,907,367.5,91.9,17.9,5763,29,25,28,26,27,23,20,24,19,24,28,31,304,1.27,4.32,12.95,6.6,8.89,52.32,49.78,25.15,36.58,14.22,10.16,0,222.24,-10.86,-8.27,-4.21,-0.85,7.92,14.74,16.81,16.68,13.49,2.16,-4.15,-10.56,-0.98,0.96,5.42,8.21,17.21,24.32,25.09,24.89,21.79,11.52,4.76,-1.17,8.89,10.18,15.06,17.27,26.49,33.91,33.38,33.1,30.11,20.89,13.67,8.23,-10.65,-9.02,-5.78,-4.59,1.61,6.47,12.88,13.68,10.05,0.08,-4.98,-11.1,0.5,0.68,0.96,1.58,2.91,4.95,3.22,3.09,3.02,1.32,0.77,0.65,9.59,10.01,14.78,18.65,32.06,46.72,40.36,38.16,33.17,20.53,13.04,9.83,4.2
2012,COLORADO,8,SOUTHEAST,90,BENT,11,8,22.4,311.2,478.7,725.4,1108.8,1273.4,1114.4,785.8,358.8,162,38.2,6387.1,30,27,27,24,27,23,23,27,23,26,30,27,314,1.27,3.56,16.51,44.96,10.67,29.72,29.72,18.03,29.72,10.92,0,7.62,202.7,-7.09,-6.49,-0.36,5.06,8.54,15.73,18.84,15.58,9.93,1.76,-4.56,-9.15,0.57,1.52,10.06,13.78,18,25.53,27.82,24.97,19.55,11.08,6.88,0.22,8.23,9.53,20.48,22.51,27.46,35.34,36.81,34.36,29.18,20.41,18.32,9.59,-5.65,-7.14,-6.06,2.67,3.67,6.86,10.87,9.51,4.53,-0.49,-7.3,-10.13,0.47,0.56,1.99,1.41,2.63,5.37,7.3,4.51,3.45,1.38,1.25,0.99,6.54,9.25,22.22,22.01,31.37,50.17,52.1,45.11,34.18,20.5,18.5,10.07,5.93
2011,COLORADO,8,SOUTHEAST,90,BENT,11,8.3,39,150.5,368.9,587.7,1007,1236.2,1207.9,760,428.9,95.9,0,5890.3,27,24,25,27,27,26,19,25,25,29,26,25,305,5.08,6.35,9.65,7.37,23.62,65.28,64.77,53.34,15.24,3.56,20.83,34.54,309.63,-11.75,-11.1,-2.94,1.9,6.28,14.46,18.22,17.99,9.86,2.33,-4.09,-12.58,-2.39,-1.79,6.78,11.8,15.53,23.65,27.16,26.64,19.07,12.4,5.16,-5.23,6.97,7.53,16.51,21.69,24.79,32.84,36.11,35.3,28.29,22.47,14.4,2.11,-9.24,-10.78,-6.3,-2.74,-0.15,7.81,13.43,13.99,6.57,-0.61,-5.09,-8.79,0.33,0.58,1.06,1.66,2.55,4.26,4.01,3.3,2.63,1.81,0.86,0.21,7.6,10.06,16.76,22.75,27.58,41.82,46.98,44.2,31.01,23.73,13.29,3.57,9.63
2010,COLORADO,8,SOUTHEAST,90,BENT,11,3,0,95.1,363.8,583.5,1020.7,1139.7,1100.5,892.8,472.7,94.2,24.4,5790.4,29,24,23,23,24,23,16,25,27,30,26,28,298,12.7,13.21,55.63,30.48,24.64,14.22,94.23,50.8,15.24,0.25,3.3,3.56,318.26,-9.78,-7.46,-2.7,3.03,6.71,15.36,17.54,16.24,11.43,3.42,-5.9,-7.24,-0.83,-0.94,5.38,11.69,15.46,23.9,25.42,24.72,21.53,13.45,4.62,1.51,8.13,5.57,13.47,20.37,24.21,32.44,33.31,33.21,31.63,23.48,15.14,10.27,-8.8,-6.21,-2.72,0.79,4.48,11.09,14.76,13.43,7.79,0.95,-7.59,-7.46,0.42,0.28,0.53,1.13,1.69,3.17,2.44,2.78,2.75,1.69,0.81,0.72,7.96,5.61,11.81,18.34,24.26,38.95,37.38,37.6,38.1,22.75,14.66,9.4,9.51
2009,COLORADO,8,SOUTHEAST,90,BENT,11,41,50.6,191,314.2,657.5,893.8,1090.4,1008.9,694.2,220.9,136.3,3.2,5302,31,27,27,21,24,18,17,18,21,21,28,26,279,0,14.99,18.8,40.64,28.45,80.77,78.23,89.15,39.37,59.18,10.67,8.64,468.89,-8.74,-6.06,-3.42,2.16,8.76,13.39,15.89,14.3,9.58,0.19,-2.61,-11.73,0.83,4.01,6.51,10.33,16.78,21.55,24.54,23.08,17.86,7.77,6.04,-3.81,10.39,14.08,16.43,18.5,24.8,29.71,33.19,31.86,26.12,15.37,14.68,4.1,-11.07,-9.22,-7.46,0.16,6.11,10.76,13.29,12.51,9.24,0.95,-2.02,-10.24,0.96,1.05,1.6,0.96,1.81,2.01,2.24,1.7,0.89,0.58,0.52,0.36,11.39,13.76,16.91,17.54,24.2,31.97,39.34,35.2,24.6,13.5,12.33,6.33,10
2007,COLORADO,8,SOUTHEAST,90,BENT,11,0,0,256,271,653.2,858.2,1092.1,1176,849.5,467.1,152,20.2,5795.3,26,27,28,23,25,23,25,15,22,28,29,25,296,9.91,2.79,11.68,31.75,43.94,87.88,21.08,73.41,43.94,13.46,0.51,10.92,351.27,-16.62,-10.14,-0.26,1.49,8.47,12.61,15.99,17.41,11.42,3.13,-5.21,-10.33,-9.19,-4.47,8.48,9.26,16.71,20.89,24.57,26.08,20.73,13.28,5.73,-2.22,-1.78,1.21,17.22,17.03,24.95,29.18,33.13,34.74,30.06,23.42,16.68,5.91,-12.29,-7.14,-0.44,1.01,8.03,11.24,13.96,15.03,9.22,1.62,-7.47,-7.89,0.26,0.23,0.73,0.74,1.15,1.57,2.11,2.31,1.95,1.58,1.25,0.37,2.26,2.45,15.34,15.15,21.84,28.81,36.72,41.49,33.85,24.09,17.36,6.84,10.37
2006,COLORADO,8,SOUTHEAST,90,BENT,11,42,22.3,157.5,446.3,715,1035.7,1162.5,1051.7,606.7,349.4,120.5,14.1,5723.7,28,28,27,29,22,25,23,22,21,26,29,25,305,15.24,0,23.62,6.86,33.02,28.45,95.76,94.23,76.96,74.93,2.29,96.27,547.63,-7.28,-9.7,-3.03,2.87,8.76,15.44,17.74,16.44,8.1,2.58,-3.41,-8.32,2.35,0.71,6.11,13.17,17.81,24.18,25.83,23.85,16.23,11.09,6.08,-1.05,11.98,11.12,15.24,23.47,26.87,32.93,33.93,31.25,24.36,19.62,15.58,6.23,-8.26,-12.11,-5.97,-2.9,3.62,9.27,14.04,14.87,8.14,3.06,-3.74,-7,0.85,0.83,1.33,2.82,2.95,4.95,3.44,1.89,1,0.94,0.7,0.38,11.4,12.24,14.98,25.98,30.54,40.94,39.72,31.33,20.51,16.83,14.13,6.6,11.12
2005,COLORADO,8,SOUTHEAST,90,BENT,11,38.8,36.2,128.5,322.8,633.7,910.5,1159.9,1045.8,889.9,452.4,157.4,31.6,5807.5,26,25,23,23,23,19,20,25,25,26,29,28,292,10.41,7.62,36.32,26.92,42.16,45.21,51.31,37.08,4.06,55.88,1.78,3.05,321.8,-7.19,-4.67,-2.31,2.35,7.61,12.99,16.62,15.46,12.18,4.06,-3.34,-9.19,0.18,2.81,6.31,10.74,16.32,21.86,25.79,23.74,21.48,13.03,6.56,-0.38,7.55,10.27,14.91,19.14,25.03,30.73,34.94,32.03,30.77,22.03,16.45,8.44,-4.92,-3.94,-4.36,0.63,6.55,10.32,11.66,12.37,8.53,3.79,-5.24,-9.36,0.29,0.41,0.92,1.09,1.34,2.5,4.38,2.94,2.9,1.31,1.05,0.57,7.39,8.93,13.85,17.41,24.61,34.48,45.32,36.55,35.59,20.79,15.95,9.43,8.15
2004,COLORADO,8,SOUTHEAST,90,BENT,11,14.1,43.5,288.2,363.9,775.3,883.9,1028.7,951.1,839.2,457.9,84.5,26.4,5756.7,27,24,29,21,30,17,20,22,19,25,22,28,284,4.06,7.37,9.65,107.44,1.02,107.19,123.95,85.34,30.48,33.27,28.19,2.29,540.25,-8.81,-7.04,0.67,3.43,9.53,12.9,15.42,13.86,11.67,4.39,-2.44,-7.39,0.3,1.05,9.95,11.47,18.89,21.37,23.43,22.04,20.54,13.2,4.22,1.55,9.41,9.14,19.24,19.53,28.25,29.84,31.46,30.23,29.42,22.01,10.89,10.49,-8.97,-6.57,-2.46,0.78,3.77,9.17,13.7,12.63,8.24,3.67,-1.9,-7.07,0.68,0.57,1.6,1.57,3.15,2.54,2.14,1.69,2.98,1.1,0.53,0.68,9.26,8.84,19.3,18.33,33.39,32.2,33.72,30.44,32.99,19.87,9.14,9.91,6.05
2003,COLORADO,8,SOUTHEAST,90,BENT,11,28.5,30.4,197.6,440.1,704.6,852.4,1280.4,1181,725.1,533.8,84.5,33.8,6092.2,29,19,23,24,24,17,21,23,24,29,26,29,288,3.56,6.35,22.35,20.57,49.78,70.61,9.14,20.07,38.86,2.29,4.32,1.52,249.42,-6.25,-7.77,-0.97,4.18,8.98,13.11,18.17,17.47,9.31,4,-4.38,-8.14,1.83,-0.26,7.26,12.99,17.63,20.78,27.94,26.17,18.43,14.49,4.02,1.48,9.91,7.25,15.48,21.79,26.28,28.46,37.73,34.86,27.54,24.98,12.43,11.1,-6.16,-6.89,-3.59,-0.37,6.98,11.58,11.14,11.81,5.97,-0.46,-5.39,-8.87,0.51,0.46,1.14,1.99,1.45,1.67,5.99,4.75,2.02,2.41,0.85,0.8,8.87,7.66,14.74,22.27,26.54,27.88,54.45,44.19,29.21,27.78,11.42,10.79,4.94
